Показник,Значення,Рік,Громада,Джерело
Перебуває осіб в дошкільних навчальних закладах протягом дня,"11758,00",2020,Вінниця,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,"40812,00",2020,Вінниця,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,"102,00",2020,Вінниця,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,"900,00",2020,Вінниця,Профільні департаменти
Домогосподарств,"2062,00",2018,Вінниця,УЖГ
Квартир в багатоквартирних будинках,"128018,00",2018,Вінниця,УЖГ
Домогосподарств,"2062,00",2019,Вінниця,УЖГ
Квартир в багатоквартирних будинках,"128018,00",2019,Вінниця,УЖГ
Домогосподарств,"2062,00",2020,Вінниця,УЖГ
Квартир в багатоквартирних будинках,"128018,00",2020,Вінниця,УЖГ
Скарг на спалювання рослинних залишків та рослинності,"79,00",2018,Вінниця,Гаряча лінія 1580
Скарг на спалювання рослинних залишків та рослинності,"86,00",2019,Вінниця,Гаряча лінія 1580
Скарг на спалювання рослинних залишків та рослинності,"59,00",2020,Вінниця,Гаряча лінія 1580
Домогосподарств із субсидіями,"32487,00",2018,Вінниця,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,"21101,00",2018,Вінниця,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,"11386,00",2018,Вінниця,Департамент соцзахисту
Домогосподарств із субсидіями,"30896,00",2019,Вінниця,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,"22238,00",2019,Вінниця,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,"8658,00",2019,Вінниця,Департамент соцзахисту
Домогосподарств із субсидіями,"29219,00",2020,Вінниця,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,"22689,00",2020,Вінниця,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,"6530,00",2020,Вінниця,Департамент соцзахисту
Скарг на спалювання рослинних залишків та рослинності,"79,00",2018,Вінниця,ДСНС
Скарг на інші забруднення,"1,00",2018,Вінниця,ДСНС
Скарг на спалювання рослинних залишків та рослинності,"86,00",2019,Вінниця,ДСНС
Скарг на інші забруднення,"1,00",2019,Вінниця,ДСНС
Скарг на спалювання рослинних залишків та рослинності,"59,00",2020,Вінниця,ДСНС
Скарг на інші забруднення,"1,00",2020,Вінниця,ДСНС
Зареєстрованих автотранспортних засобів,"8352,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,"2624,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,"3249,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,"167,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,"2611,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих легкових автомобілів,"6873,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,"1331,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих автобусів,"149,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,"300,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих транспортних засобів,"9271,00",2018,Вінниця,Сервісний центр МВС
Транспортних засобів із ДВЗ,"5873,00",2018,Вінниця,Сервісний центр МВС
Транспортних засобів із ГБО,"15,00",2018,Вінниця,Сервісний центр МВС
Зареєстрованих автотранспортних засобів,"14405,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,"4228,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,"6012,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,"327,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,"4202,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих легкових автомобілів,"12587,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,"1657,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих автобусів,"170,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,"351,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих транспортних засобів,"15474,00",2019,Вінниця,Сервісний центр МВС
Транспортних засобів із ДВЗ,"10240,00",2019,Вінниця,Сервісний центр МВС
Транспортних засобів із ГБО,"81,00",2019,Вінниця,Сервісний центр МВС
Зареєстрованих автотранспортних засобів,"15244,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,"6813,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,"5347,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,"387,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,"3062,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих легкових автомобілів,"13462,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,"1641,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих автобусів,"141,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,"376,00",2020,Вінниця,Сервісний центр МВС
Зареєстрованих транспортних засобів,"16305,00",2020,Вінниця,Сервісний центр МВС
Транспортних засобів із ДВЗ,"12160,00",2020,Вінниця,Сервісний центр МВС
Транспортних засобів із ГБО,"93,00",2020,Вінниця,Сервісний центр МВС
